Year,Region,Category,Indicator,Characteristic,Age,Sex,Result,Unit,Significants (g),Comments
2013,ACT,Alcohol,Single occasion risk status,Risky at least monthly,14+,Males,16.2,Per cent,,
2013,ACT,Alcohol,Single occasion risk status,Risky at least weekly,14+,Males,25,Per cent,,
2013,ACT,Alcohol,Single occasion risk status,Total risky,14+,Males,55.2,Per cent,,
2013,ACT,Alcohol,Single occasion risk status,Abstainers,14+,Females,18.7,Per cent,,
2013,ACT,Alcohol,Single occasion risk status,Low risk,14+,Females,47.8,Per cent,,
2013,ACT,Alcohol,Single occasion risk status,Risky at least yearly,14+,Females,16.1,Per cent,,
2013,ACT,Alcohol,Single occasion risk status,Risky at least monthly,14+,Females,10,Per cent,,
2013,ACT,Alcohol,Single occasion risk status,Risky at least weekly,14+,Females,7.3,Per cent,,
2013,ACT,Alcohol,Single occasion risk status,Total risky,14+,Females,33.5,Per cent,,
2013,ACT,Alcohol,Single occasion risk status,Abstainers,14+,Persons,17.5,Per cent,,
2013,ACT,Alcohol,Single occasion risk status,Low risk,14+,Persons,38.3,Per cent,,
2013,ACT,Alcohol,Single occasion risk status,Risky at least yearly,14+,Persons,15,Per cent,,
2013,ACT,Alcohol,Single occasion risk status,Risky at least monthly,14+,Persons,13.1,Per cent,,
2013,ACT,Alcohol,Single occasion risk status,Risky at least weekly,14+,Persons,16.1,Per cent,,
2013,ACT,Alcohol,Single occasion risk status,Total risky,14+,Persons,44.2,Per cent,,
2016,ACT,Alcohol,Single occasion risk status,Abstainers,14+,Males,18.4,Per cent,,
2016,ACT,Alcohol,Single occasion risk status,Low risk,14+,Males,29.3,Per cent,,
2016,ACT,Alcohol,Single occasion risk status,Risky at least yearly,14+,Males,18.2,Per cent,,
2016,ACT,Alcohol,Single occasion risk status,Risky at least monthly,14+,Males,17.6,Per cent,,
2016,ACT,Alcohol,Single occasion risk status,Risky at least weekly,14+,Males,16.5,Per cent,,#
2016,ACT,Alcohol,Single occasion risk status,Total risky,14+,Males,52.3,Per cent,,
2016,ACT,Alcohol,Single occasion risk status,Abstainers,14+,Females,22.3,Per cent,,
2016,ACT,Alcohol,Single occasion risk status,Low risk,14+,Females,50.7,Per cent,,
2016,ACT,Alcohol,Single occasion risk status,Risky at least yearly,14+,Females,15.5,Per cent,,
2016,ACT,Alcohol,Single occasion risk status,Risky at least monthly,14+,Females,6.5,Per cent,,
2016,ACT,Alcohol,Single occasion risk status,Risky at least weekly,14+,Females,5.1,Per cent,,
2016,ACT,Alcohol,Single occasion risk status,Total risky,14+,Females,27.1,Per cent,,#
2016,ACT,Alcohol,Single occasion risk status,Abstainers,14+,Persons,20.4,Per cent,,
2016,ACT,Alcohol,Single occasion risk status,Low risk,14+,Persons,40.2,Per cent,,
2016,ACT,Alcohol,Single occasion risk status,Risky at least yearly,14+,Persons,16.8,Per cent,,
2016,ACT,Alcohol,Single occasion risk status,Risky at least monthly,14+,Persons,12,Per cent,,
2016,ACT,Alcohol,Single occasion risk status,Risky at least weekly,14+,Persons,10.7,Per cent,,#
2016,ACT,Alcohol,Single occasion risk status,Total risky,14+,Persons,39.4,Per cent,,
2010,NT,Alcohol,Single occasion risk status,Abstainers,14+,Males,12.7,Per cent,,
2010,NT,Alcohol,Single occasion risk status,Low risk,14+,Males,26.8,Per cent,,
2010,NT,Alcohol,Single occasion risk status,Risky at least yearly,14+,Males,10.9,Per cent,,
2010,NT,Alcohol,Single occasion risk status,Risky at least monthly,14+,Males,17.3,Per cent,,
2010,NT,Alcohol,Single occasion risk status,Risky at least weekly,14+,Males,32.3,Per cent,,
2010,NT,Alcohol,Single occasion risk status,Total risky,14+,Males,60.5,Per cent,,
2010,NT,Alcohol,Single occasion risk status,Abstainers,14+,Females,15.2,Per cent,,
2010,NT,Alcohol,Single occasion risk status,Low risk,14+,Females,42.8,Per cent,,
2010,NT,Alcohol,Single occasion risk status,Risky at least yearly,14+,Females,12,Per cent,,
2010,NT,Alcohol,Single occasion risk status,Risky at least monthly,14+,Females,12.8,Per cent,,
2010,NT,Alcohol,Single occasion risk status,Risky at least weekly,14+,Females,17.2,Per cent,,
2010,NT,Alcohol,Single occasion risk status,Total risky,14+,Females,42.1,Per cent,,
2010,NT,Alcohol,Single occasion risk status,Abstainers,14+,Persons,13.9,Per cent,,
2010,NT,Alcohol,Single occasion risk status,Low risk,14+,Persons,34.5,Per cent,,
2010,NT,Alcohol,Single occasion risk status,Risky at least yearly,14+,Persons,11.4,Per cent,,
2010,NT,Alcohol,Single occasion risk status,Risky at least monthly,14+,Persons,15.1,Per cent,,
2010,NT,Alcohol,Single occasion risk status,Risky at least weekly,14+,Persons,25.1,Per cent,,
2010,NT,Alcohol,Single occasion risk status,Total risky,14+,Persons,51.6,Per cent,,
2013,NT,Alcohol,Single occasion risk status,Abstainers,14+,Males,15,Per cent,,
2013,NT,Alcohol,Single occasion risk status,Low risk,14+,Males,22.9,Per cent,,
2013,NT,Alcohol,Single occasion risk status,Risky at least yearly,14+,Males,13.5,Per cent,,
2013,NT,Alcohol,Single occasion risk status,Risky at least monthly,14+,Males,15.4,Per cent,,
2013,NT,Alcohol,Single occasion risk status,Risky at least weekly,14+,Males,33.2,Per cent,,
2013,NT,Alcohol,Single occasion risk status,Total risky,14+,Males,62.1,Per cent,,
2013,NT,Alcohol,Single occasion risk status,Abstainers,14+,Females,18.6,Per cent,,
2013,NT,Alcohol,Single occasion risk status,Low risk,14+,Females,40.9,Per cent,,
2013,NT,Alcohol,Single occasion risk status,Risky at least yearly,14+,Females,10.6,Per cent,,
2013,NT,Alcohol,Single occasion risk status,Risky at least monthly,14+,Females,12.5,Per cent,,
2013,NT,Alcohol,Single occasion risk status,Risky at least weekly,14+,Females,17.4,Per cent,,
2013,NT,Alcohol,Single occasion risk status,Total risky,14+,Females,40.5,Per cent,,
2013,NT,Alcohol,Single occasion risk status,Abstainers,14+,Persons,16.7,Per cent,,
2013,NT,Alcohol,Single occasion risk status,Low risk,14+,Persons,31.4,Per cent,,
2013,NT,Alcohol,Single occasion risk status,Risky at least yearly,14+,Persons,12.2,Per cent,,
2013,NT,Alcohol,Single occasion risk status,Risky at least monthly,14+,Persons,14,Per cent,,
2013,NT,Alcohol,Single occasion risk status,Risky at least weekly,14+,Persons,25.7,Per cent,,
2013,NT,Alcohol,Single occasion risk status,Total risky,14+,Persons,51.9,Per cent,,
2016,NT,Alcohol,Single occasion risk status,Abstainers,14+,Males,21.3,Per cent,,
2016,NT,Alcohol,Single occasion risk status,Low risk,14+,Males,20.9,Per cent,,
2016,NT,Alcohol,Single occasion risk status,Risky at least yearly,14+,Males,12.5,Per cent,,
2016,NT,Alcohol,Single occasion risk status,Risky at least monthly,14+,Males,14.5,Per cent,,
2016,NT,Alcohol,Single occasion risk status,Risky at least weekly,14+,Males,30.7,Per cent,,
2016,NT,Alcohol,Single occasion risk status,Total risky,14+,Males,57.8,Per cent,,
2016,NT,Alcohol,Single occasion risk status,Abstainers,14+,Females,26.2,Per cent,,#
2016,NT,Alcohol,Single occasion risk status,Low risk,14+,Females,35.8,Per cent,,
2016,NT,Alcohol,Single occasion risk status,Risky at least yearly,14+,Females,13.3,Per cent,,
2016,NT,Alcohol,Single occasion risk status,Risky at least monthly,14+,Females,12.4,Per cent,,
2016,NT,Alcohol,Single occasion risk status,Risky at least weekly,14+,Females,12.3,Per cent,,
2016,NT,Alcohol,Single occasion risk status,Total risky,14+,Females,38,Per cent,,
2016,NT,Alcohol,Single occasion risk status,Abstainers,14+,Persons,23.6,Per cent,,#
2016,NT,Alcohol,Single occasion risk status,Low risk,14+,Persons,27.9,Per cent,,
2016,NT,Alcohol,Single occasion risk status,Risky at least yearly,14+,Persons,12.9,Per cent,,
2016,NT,Alcohol,Single occasion risk status,Risky at least monthly,14+,Persons,13.5,Per cent,,
2016,NT,Alcohol,Single occasion risk status,Risky at least weekly,14+,Persons,22.1,Per cent,,
2016,NT,Alcohol,Single occasion risk status,Total risky,14+,Persons,48.5,Per cent,,
2010,Australia,Alcohol,Single occasion risk status,Abstainers,14+,Males,16.7,Per cent,,
2010,Australia,Alcohol,Single occasion risk status,Low risk,14+,Males,32.5,Per cent,,
2010,Australia,Alcohol,Single occasion risk status,Risky at least yearly,14+,Males,12,Per cent,,
2010,Australia,Alcohol,Single occasion risk status,Risky at least monthly,14+,Males,15.2,Per cent,,
2010,Australia,Alcohol,Single occasion risk status,Risky at least weekly,14+,Males,23.6,Per cent,,
2010,Australia,Alcohol,Single occasion risk status,Total risky,14+,Males,50.9,Per cent,,
2010,Australia,Alcohol,Single occasion risk status,Abstainers,14+,Females,23,Per cent,,
2010,Australia,Alcohol,Single occasion risk status,Low risk,14+,Females,46.5,Per cent,,
2010,Australia,Alcohol,Single occasion risk status,Risky at least yearly,14+,Females,11.1,Per cent,,
2010,Australia,Alcohol,Single occasion risk status,Risky at least monthly,14+,Females,10.3,Per cent,,
2010,Australia,Alcohol,Single occasion risk status,Risky at least weekly,14+,Females,9,Per cent,,
2010,Australia,Alcohol,Single occasion risk status,Total risky,14+,Females,30.4,Per cent,,
2010,Australia,Alcohol,Single occasion risk status,Abstainers,14+,Persons,19.9,Per cent,,
2010,Australia,Alcohol,Single occasion risk status,Low risk,14+,Persons,39.6,Per cent,,
2010,Australia,Alcohol,Single occasion risk status,Risky at least yearly,14+,Persons,11.6,Per cent,,
2010,Australia,Alcohol,Single occasion risk status,Risky at least monthly,14+,Persons,12.8,Per cent,,
2010,Australia,Alcohol,Single occasion risk status,Risky at least weekly,14+,Persons,16.2,Per cent,,
2010,Australia,Alcohol,Single occasion risk status,Total risky,14+,Persons,40.6,Per cent,,
2013,Australia,Alcohol,Single occasion risk status,Abstainers,14+,Males,19.1,Per cent,,
2013,Australia,Alcohol,Single occasion risk status,Low risk,14+,Males,32.7,Per cent,,
2013,Australia,Alcohol,Single occasion risk status,Risky at least yearly,14+,Males,12.1,Per cent,,
2013,Australia,Alcohol,Single occasion risk status,Risky at least monthly,14+,Males,15.4,Per cent,,
2013,Australia,Alcohol,Single occasion risk status,Risky at least weekly,14+,Males,20.8,Per cent,,
2013,Australia,Alcohol,Single occasion risk status,Total risky,14+,Males,48.2,Per cent,,
2013,Australia,Alcohol,Single occasion risk status,Abstainers,14+,Females,24.8,Per cent,,
2013,Australia,Alcohol,Single occasion risk status,Low risk,14+,Females,47.6,Per cent,,
2013,Australia,Alcohol,Single occasion risk status,Risky at least yearly,14+,Females,10.8,Per cent,,
2013,Australia,Alcohol,Single occasion risk status,Risky at least monthly,14+,Females,9.1,Per cent,,
2013,Australia,Alcohol,Single occasion risk status,Risky at least weekly,14+,Females,7.7,Per cent,,
2013,Australia,Alcohol,Single occasion risk status,Total risky,14+,Females,27.6,Per cent,,
2013,Australia,Alcohol,Single occasion risk status,Abstainers,14+,Persons,22,Per cent,,
2013,Australia,Alcohol,Single occasion risk status,Low risk,14+,Persons,40.2,Per cent,,
2013,Australia,Alcohol,Single occasion risk status,Risky at least yearly,14+,Persons,11.4,Per cent,,
2013,Australia,Alcohol,Single occasion risk status,Risky at least monthly,14+,Persons,12.2,Per cent,,
2013,Australia,Alcohol,Single occasion risk status,Risky at least weekly,14+,Persons,14.2,Per cent,,
2013,Australia,Alcohol,Single occasion risk status,Total risky,14+,Persons,37.8,Per cent,,
2016,Australia,Alcohol,Single occasion risk status,Abstainers,14+,Males,20.4,Per cent,,
2016,Australia,Alcohol,Single occasion risk status,Low risk,14+,Males,32.9,Per cent,,
2016,Australia,Alcohol,Single occasion risk status,Risky at least yearly,14+,Males,12.2,Per cent,,
2016,Australia,Alcohol,Single occasion risk status,Risky at least monthly,14+,Males,14.9,Per cent,,
2016,Australia,Alcohol,Single occasion risk status,Risky at least weekly,14+,Males,19.5,Per cent,,
2016,Australia,Alcohol,Single occasion risk status,Total risky,14+,Males,46.7,Per cent,,
2016,Australia,Alcohol,Single occasion risk status,Abstainers,14+,Females,25.4,Per cent,,
2016,Australia,Alcohol,Single occasion risk status,Low risk,14+,Females,46.4,Per cent,,
2016,Australia,Alcohol,Single occasion risk status,Risky at least yearly,14+,Females,11.3,Per cent,,
2016,Australia,Alcohol,Single occasion risk status,Risky at least monthly,14+,Females,9.6,Per cent,,
2016,Australia,Alcohol,Single occasion risk status,Risky at least weekly,14+,Females,7.2,Per cent,,
2016,Australia,Alcohol,Single occasion risk status,Total risky,14+,Females,28.1,Per cent,,
2016,Australia,Alcohol,Single occasion risk status,Abstainers,14+,Persons,22.9,Per cent,,
2016,Australia,Alcohol,Single occasion risk status,Low risk,14+,Persons,39.7,Per cent,,
2016,Australia,Alcohol,Single occasion risk status,Risky at least yearly,14+,Persons,11.8,Per cent,,
2016,Australia,Alcohol,Single occasion risk status,Risky at least monthly,14+,Persons,12.2,Per cent,,
2016,Australia,Alcohol,Single occasion risk status,Risky at least weekly,14+,Persons,13.3,Per cent,,#
2016,Australia,Alcohol,Single occasion risk status,Total risky,14+,Persons,37.3,Per cent,,
2010,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,60+,Persons,15.50138273,Per cent,,
2010,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,14+,Persons,18.98916224,Per cent,,
2010,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,18+,Persons,20.06058093,Per cent,,
2010,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,75+,Persons,11.51044761,Per cent,,
2010,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,12+,Persons,18.89656258,Per cent,,
2013,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,60+,Persons,14.9,Per cent,,
2013,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,14+,Persons,16.7,Per cent,,
2013,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,18+,Persons,17.6,Per cent,,
2013,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,75+,Persons,9,Per cent,,
2013,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,12+,Persons,16.2,Per cent,,
2016,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,60+,Persons,15.2,Per cent,,
2016,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,14+,Persons,16.7,Per cent,,
2016,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,18+,Persons,17.6,Per cent,,
2016,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,75+,Persons,9.7,Per cent,,
2016,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,12+,Persons,16.2,Per cent,,
2010,VIC,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,60+,Persons,14.06012761,Per cent,,
2010,VIC,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,14+,Persons,18.8139167,Per cent,,
2010,VIC,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,18+,Persons,19.4922129,Per cent,,
2010,VIC,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,75+,Persons,9.344929255,Per cent,,
2010,VIC,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,12+,Persons,18.23211143,Per cent,,
2013,VIC,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,60+,Persons,13.1,Per cent,,
2013,VIC,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,14+,Persons,16.1,Per cent,,
2013,VIC,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,18+,Persons,16.8,Per cent,,
2013,VIC,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,75+,Persons,6.7,Per cent,,
2013,VIC,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,12+,Persons,15.7,Per cent,,
2016,VIC,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,60+,Persons,13.3,Per cent,,
2016,VIC,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,14+,Persons,15.3,Per cent,,
2016,VIC,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,18+,Persons,16,Per cent,,
2016,VIC,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,75+,Persons,7.7,Per cent,,
2016,VIC,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,12+,Persons,14.9,Per cent,,
2010,Qld,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,60+,Persons,14.8262569,Per cent,,
2010,Qld,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,14+,Persons,23.72074087,Per cent,,
2010,Qld,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,18+,Persons,24.9160727,Per cent,,
2010,Qld,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,75+,Persons,8.421474332,Per cent,,
2010,Qld,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,12+,Persons,23.00844737,Per cent,,
2013,Qld,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,60+,Persons,14.4,Per cent,,
2013,Qld,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,14+,Persons,20.2,Per cent,,
2013,Qld,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,18+,Persons,21.3,Per cent,,
2013,Qld,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,75+,Persons,8.2,Per cent,,
2013,Qld,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,12+,Persons,19.5,Per cent,,
2016,Qld,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,60+,Persons,15.9,Per cent,,
2016,Qld,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,14+,Persons,19.3,Per cent,,
